id,query,category,expected_law,expected_article,expected_article_id,expected_keywords,rank,hit_at_1,hit_at_3,hit_at_5,latency_ms,retrieved_articles
39,와이어로프 안전계수 기준은 어디에 있나요?,양중,산업안전보건기준에 관한 규칙,제163조,219,"[""와이어로프"", ""안전계수""]",,False,False,False,4950.05,"[{""article_id"": 277, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제221조의5"", ""article_title"": ""인양작업 시 조치""}, {""article_id"": 270, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제217조"", ""article_title"": ""사용 시의 조치 등""}, {""article_id"": 269, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제216조"", ""article_title"": ""도르래의 부착 등""}, {""article_id"": 268, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제213조"", ""article_title"": ""널말뚝 등과의 연결""}, {""article_id"": 267, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제212조"", ""article_title"": ""권상용 와이어로프의 길이 등""}]"
40,훅과 샤클의 안전계수는 어떻게 관리하나요?,양중,산업안전보건기준에 관한 규칙,제164조,220,"[""훅"", ""샤클""]",1,True,True,True,4520.84,"[{""article_id"": 220, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제164조"", ""article_title"": ""고리걸이 훅 등의 안전계수""}]"
41,손상된 섬유로프는 사용해도 되나요?,양중,산업안전보건기준에 관한 규칙,제169조,225,"[""섬유로프"", ""사용금지""]",,False,False,False,4480.63,"[{""article_id"": 642, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제592조"", ""article_title"": ""정의""}, {""article_id"": 424, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제367조"", ""article_title"": ""터널 거푸집 및 동바리의 재료""}, {""article_id"": 418, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제361조"", ""article_title"": ""터널 지보공의 재료""}, {""article_id"": 402, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제345조"", ""article_title"": ""흙막이지보공의 재료""}, {""article_id"": 385, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제328조"", ""article_title"": ""재료""}]"
42,차량계 하역운반기계 전도 방지 조치는?,차량계,산업안전보건기준에 관한 규칙,제171조,227,"[""차량계"", ""전도""]",1,True,True,True,3601.98,"[{""article_id"": 227, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제171조"", ""article_title"": ""전도 등의 방지""}, {""article_id"": 230, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제174조"", ""article_title"": ""차량계 하역운반기계등의 이송""}, {""article_id"": 228, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제172조"", ""article_title"": ""접촉의 방지""}, {""article_id"": 255, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제199조"", ""article_title"": ""전도 등의 방지""}, {""article_id"": 257, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제201조"", ""article_title"": ""차량계 건설기계의 이송""}]"
43,지게차 화물 적재 작업 시 주의사항은?,차량계,산업안전보건기준에 관한 규칙,제173조,229,"[""화물적재"", ""지게차""]",,False,False,False,3465.17,"[{""article_id"": 233, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제177조"", ""article_title"": ""싣거나 내리는 작업""}]"
44,차량계 하역운반기계를 수리할 때 조치는?,차량계,산업안전보건기준에 관한 규칙,제176조,232,"[""수리"", ""차량계""]",,False,False,False,4387.38,"[{""article_id"": 262, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제206조"", ""article_title"": ""수리 등의 작업 시 조치""}, {""article_id"": 261, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제205조"", ""article_title"": ""붐 등의 강하에 의한 위험 방지""}, {""article_id"": 260, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제204조"", ""article_title"": ""주용도 외의 사용 제한""}, {""article_id"": 259, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제203조"", ""article_title"": ""안전도 등의 준수""}, {""article_id"": 258, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제202조"", ""article_title"": ""승차석 외의 탑승금지""}]"
45,지게차 헤드가드 설치 기준은?,차량계,산업안전보건기준에 관한 규칙,제180조,236,"[""헤드가드"", ""지게차""]",,False,False,False,4306.16,"[{""article_id"": 235, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제179조"", ""article_title"": ""전조등 등의 설치""}, {""article_id"": 79, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제20조"", ""article_title"": ""출입의 금지 등""}, {""article_id"": 239, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제183조"", ""article_title"": ""좌석 안전띠의 착용 등""}, {""article_id"": 238, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제182조"", ""article_title"": ""팔레트 등""}, {""article_id"": 237, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제181조"", ""article_title"": ""백레스트""}]"
46,지게차 좌석 안전띠는 반드시 착용해야 하나요?,차량계,산업안전보건기준에 관한 규칙,제183조,239,"[""좌석 안전띠""]",1,True,True,True,5413.28,"[{""article_id"": 239, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제183조"", ""article_title"": ""좌석 안전띠의 착용 등""}, {""article_id"": 238, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제182조"", ""article_title"": ""팔레트 등""}, {""article_id"": 237, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제181조"", ""article_title"": ""백레스트""}, {""article_id"": 236, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제180조"", ""article_title"": ""헤드가드""}, {""article_id"": 235, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제179조"", ""article_title"": ""전조등 등의 설치""}]"
47,고소작업대 설치 시 지켜야 할 안전조치는?,고소작업,산업안전보건기준에 관한 규칙,제186조,242,"[""고소작업대"", ""설치""]",1,True,True,True,3064.54,"[{""article_id"": 242, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제186조"", ""article_title"": ""고소작업대 설치 등의 조치""}]"
48,컨베이어 이탈 방지 장치는 어떻게 설치하나요?,기계,산업안전보건기준에 관한 규칙,제191조,247,"[""컨베이어"", ""이탈""]",,False,False,False,4724.42,"[{""article_id"": 279, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제223조"", ""article_title"": ""운전 중 위험 방지""}, {""article_id"": 251, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제195조"", ""article_title"": ""통행의 제한 등""}, {""article_id"": 249, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제193조"", ""article_title"": ""낙하물에 의한 위험 방지""}, {""article_id"": 248, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제192조"", ""article_title"": ""비상정지장치""}, {""article_id"": 144, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제86조"", ""article_title"": ""탑승의 제한""}]"
49,차량계 건설기계의 낙하물 보호구조 기준은?,건설기계,산업안전보건기준에 관한 규칙,제198조,254,"[""건설기계"", ""낙하물""]",1,True,True,True,3885.3,"[{""article_id"": 254, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제198조"", ""article_title"": ""낙하물 보호구조""}]"
50,굴착기 붐이 내려오는 위험을 방지하려면?,건설기계,산업안전보건기준에 관한 규칙,제205조,261,"[""붐"", ""강하""]",,False,False,False,5134.9,"[{""article_id"": 432, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제375조"", ""article_title"": ""굴착기계등의 유도""}, {""article_id"": 431, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제374조"", ""article_title"": ""운행경로 등의 주지""}, {""article_id"": 411, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제354조"", ""article_title"": ""굴착기계등의 사용 금지 등""}, {""article_id"": 401, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제344조"", ""article_title"": ""굴착기계등의 유도""}, {""article_id"": 400, ""law_name"": ""산업안전보건기준에 관한 규칙"", ""article_no"": ""제342조"", ""article_title"": ""굴착기계등에 의한 위험방지""}]"
